S.Aci16581III	S.Aci16581III
M.Fnu10562III	M1.Dpi3050I
M.Fnu10562III	M2.Hfe11613I
M.Fnu10562III	M.Cco12884III
M.Fnu10562III	M2.Cup11541IV
M.Fnu10562III	M2.Hmu12714II
S2.Fnu10562IV	S2.Fnu10562IV
S.Fnu11326I	S.Fnu11326I
S.Fnu11326I	S.Fsp71II
M.Fnu11326III	M.Fnu11326III
Fnu11326IV	Fnu11326IV
FnuDI	FnuDI
S1.Fnu042ORF2220	S1.Fnu042ORF2220
S1.Fnu042ORF2220	S2.Fnu10562V
M2.Fnu042ORF5680	M2.Fnu042ORF5680
FokI	FokI
M.FokI	M.FokI
M.FokI	M.BtsCI
M.Fph036I	M.Fph036I
M.Fph036I	M.Fen1006III
M.Fph036I	M.FtnUII
S.Fph036I	S.Fph036I
M.Fph036II	M.Fph036II
M.Fph036II	M.AalSMS7II
M.Fph036II	M.AccIV
M.Fph036II	M.Est123II
M.Fph036II	M.Gli15749V
M.Fph036II	M.Pcr308III
M.Fph036II	M.Psh10363II
M.Fph036II	M.Psp221II
M.Fph036II	M.Psp912I
M.Fph036II	M.Sba3III
M.Fph036II	M.Van11008III
M.Fph036II	M.Eco8196II
M.Fph036II	M.Csp46I
M.Fph036II	M.Csp156I
M.Fph036II	M.CweMH18II
M.Fph036II	M.EclF77II
M.Fph036II	M.EclNIH7III
M.Fph036II	M.Eco08II
M.Fph036II	M.Eco086I
M.Fph036II	M.Eco3133II
M.Fph036II	M.Eco7927II
M.Fph036II	M.Eco9001I
M.Fph036II	M.Eco9004I
M.Fph036II	M.Eco9089I
M.Fph036II	M.Eco9113I
M.Fph036II	M.Eco10855I
M.Fph036II	M.Eco11106I
M.Fph036II	M.Eco11133I
M.Fph036II	M.Eco13462II
M.Fph036II	M.Eco13846I
M.Fph036II	M.EcoA16I
M.Fph036II	M.EcoSH1I
M.Fph036II	M.Eic12122IV
M.Fph036II	M.Hal6578I
M.Fph036II	M.Hal8105I
M.Fph036II	M.Hpa230I
M.Fph036II	M.Kox9146I
M.Fph036II	M.Kpn75II
M.Fph036II	M.Kpn234I
M.Fph036II	M.Kpn9151I
M.Fph036II	M.Kpn9157II
M.Fph036II	M.Kpn9632I
M.Fph036II	M.Kpn9637II
M.Fph036II	M.Pha15H5I
M.Fph036II	M.Phe12003II
M.Fph036II	M.Pmi60I
M.Fph036II	M.Pmi67I
M.Fph036II	M.Pmi80I
M.Fph036II	M.Pmi156I
M.Fph036II	M.Pmi159II
M.Fph036II	M.Pmi12446I
M.Fph036II	M.Pmi13376I
M.Fph036II	M.PmiC60I
M.Fph036II	M.Psh10363I
M.Fph036II	M.Ror9155II
M.Fph036II	M.Ror9164I
M.Fph036II	M.Rpl13095II
M.Fph036II	M.SbaUIII
M.Fph036II	M.Sdy12039I
M.Fph036II	M.Sen70III
M.Fph036II	M.Sen10075II
M.Fph036II	M.Sen10080I
M.Fph036II	M.Sma332I
M.Fph036II	M.Squ11544I
M.Fph036II	M.Vco58I
M.Fph036II	M.Vmi11435I
M.Fph036II	M.Vna51183III
M.Fph036II	M.Kaq16071III
M.Fph036II	M.Ssp13I
S.Fph036II	S.Fph036II
S.Fph2794I	S.Fph2794I
S.Fph2794II	S.Fph2794II
M.Fph2794III	M.Fph2794III
Fph2801I	Fph2801I
S1.Fpr302I	S1.Fpr302I
S2.Fpr302I	S2.Fpr302I
S1.Fpr95bI	S1.Fpr95bI
S1.Fpr95bIII	S1.Fpr95bIII
M.Fps93I	M.Fps93I
M.Fps93I	M.FpsJII
M.FpsFPG3I	M.FpsFPG3I
M.FpsFPG3I	M.AheSMS3II
M.FpsFPG3I	M.EcoC9120II
M.FpsFPG3I	M.EcoRV
M.FpsFPG3I	M.Mva1261II
M.FpsFPG3I	M.Nfl8263V
M.FpsFPG3I	M.Hpu13156II
M.FpsFPG3I	M.Hmu12714III
M.FpsFPG3I	M.Sca13826I
M.FpsFPG3I	M.Sau12101I
M.FpsFPG3I	M.Zmo29192II
M.FpsFPG3III	M.FpsFPG3III
M.FpsFPG3III	M.Psp88IV
S.FpsFPG3III	S.FpsFPG3III
S.FpsFPG3IV	S.FpsFPG3IV
M.FpsFPG3V	M.FpsFPG3V
S.FpsFPG3V	S.FpsFPG3V
FpsJI	FpsJI
FpsJI	HpaII
M.FpsJIII	M.FpsJIII
M.FpsJIII	M.AccVIII
M.FpsJV	M.FpsJV
S.Fsa33148I	S.Fsa33148I
FseI	FseI
FspI	FspI
M.Fsp71I	M.Fsp71I
M.Fsp71I	M.Cje11924II
M.Fsp71I	M.Cje12208II
M.Fsp71I	M.Csp12474III
M.Fsp71I	M.Csp16704III
M.Fsp71I	M.Cup11541II
M.Fsp71I	M.Fnu419I
M.Fsp71I	M.Hin11426I
M.Fsp71I	M.HinHia1I
M.Fsp71I	M.Hpy32IV
M.Fsp71I	M.Hpy57IV
M.Fsp71I	M.Hpy66IV
M.Fsp71I	M.Hpy99IX
M.Fsp71I	M.Hpy298IV
M.Fsp71I	M.Hpy12823VII
M.Fsp71I	M.Hpy13094IX
M.Fsp71I	M.Hpy13345VIII
M.Fsp71I	M.HpyAIV
M.Fsp71I	M.Hpy87AI
M.Fsp71I	M.HpyAS001VII
M.Fsp71I	M.HpyAs004VII
M.Fsp71I	M.HpyAs005IX
M.Fsp71I	M.HpyAs006VI
M.Fsp71I	M.Hpy1838CVIII
M.Fsp71I	M.HpyFIV
M.Fsp71I	M.HpyG272IV
M.Fsp71I	M.HpyH1VII
M.Fsp71I	M.HpyLIM1VIII
M.Fsp71I	M.HpyLIM2VII
M.Fsp71I	M.HpyLIM5VI
M.Fsp71I	M.HpyLIM6V
M.Fsp71I	M.HpyLIM7VI
M.Fsp71I	M.HpyLIM8IV
M.Fsp71I	M.HpyLIM10VII
M.Fsp71I	M.HpyMT5105VII
M.Fsp71I	M.HpyMT5111VI
M.Fsp71I	M.HpyMT5118III
M.Fsp71I	M.HpyMT5124VI
M.Fsp71I	M.HpyMT5125X
M.Fsp71I	M.HpyMT5135VI
M.Fsp71I	M.HpyMT5136V
M.Fsp71I	M.HpyPU004VIII
M.Fsp71I	M.HpyPU006IX
M.Fsp71I	M.HpyPU007VIII
M.Fsp71I	M.HpyPU008IX
M.Fsp71I	M.HpyPU010VIII
M.Fsp71I	M.HpySH002VIII
M.Fsp71I	M.HpyUM037IV
M.Fsp71I	M.LspF0590I
M.Fsp71I	M.Mov11969II
M.Fsp71I	M.Pma10699III
M.Fsp71III	M.Fsp71III
M.Fsp71III	M.Fnu419III
M.Fsp71III	M.Fnu10562V
Fsp291I	Fsp291I
M.Fsp291I	M.Fsp291I
S.FspBS15I	S.FspBS15I
Fsp4HI	Fsp4HI
M.Fsp4HI	M.Fsp4HI
FssI	FssI
M.FssI	M.FssI
M.FstI	M.FstI
M.FstI	M.Ast1II
M.FstI	M.Che51209V
M.FstI	M.Che12470V
M.FstI	M.Cup11840IV
M.FstI	M.Hal24586I
M.FstI	M.Hca12410II
M.FstI	M.Hmu12714V
M.FstI	M.TmeBII
M.FstI	M.FnoB1II
M.FstI	M.HpyFV
M.FstI	M.Hac12686II
M.FstI	M.Hpy30V
M.FstI	M.Hpy32XI
M.FstI	M.Hpy57V
M.FstI	M.Hpy66IX
M.FstI	M.Hpy99VIII
M.FstI	M.Hpy298V
M.FstI	M.Hpy300V
M.FstI	M.Hpy12823IV
M.FstI	M.HpyAS001IV
M.FstI	M.HpyAs002IV
M.FstI	M.HpyAs003IV
M.FstI	M.HpyAs004IV
M.FstI	M.HpyAs006III
M.FstI	M.Hpy1838CVI
M.FstI	M.HpyG272VIII
M.FstI	M.HpyH1III
M.FstI	M.HpyLIM3XIII
M.FstI	M.HpyLIM5XIII
M.FstI	M.HpyLIM7XII
M.FstI	M.HpyMT5105XVI
M.FstI	M.HpyMT5119V
M.FstI	M.HpyMT5124XII
M.FstI	M.HpyMT5136III
M.FstI	M.HpyPU001XI
M.FstI	M.HpyPU002V
M.FstI	M.HpyPU003IV
M.FstI	M.HpyPU004V
M.FstI	M.HpyPU006V
M.FstI	M.HpyPU008IV
M.FstI	M.HpyPU010IV
M.FstI	M.HpySH002III
M.FstI	M.HpySH007IV
M.FstI	M.HpySH011IV
M.FstI	M.HpyUM037IX
M.FstI	M.MjaVI
M.Fth11526III	M.Fth11526III
M.Fth11526III	M.BamHI
M.MagPGIII	M.MagPGIII
M.MagPGIII	M.Mag14634III
M.Mal10135I	M.Mal10135I
MamI	MamI
M.MamI	M.MamI
S.Mam123I	S.Mam123I
M1.Man10156AII	M1.Man10156AII
M2.Man10156AII	M2.Man10156AII
M.Mat11091II	M.Mat11091II
M.Mau10437I	M.Mau10437I
M.Mau10437I	M.Mgi10742I
M.MavHJWI	M.MavHJWI
M.MavHJWI	M.SenPU131II
S.MavHJWI	S.MavHJWI
Mba11I	Mba11I
MboI	MboI
M1.MboI	M1.MboI
MboII	MboII
MboII	NcuI
S.Mbo26I	S.Mbo26I
S.Mbo26I	S.Maf25IA
S.Mbo26I	S.Mma927I
S.Mbo26I	S.MmaMMA1II
S.Mbo26I	S.Mtu1452I
S.Mbo26I	S.Mtu12202I
Mbo26IIA	Mbo26IIA
Mbo26IIA	MtuBlIIA
M.Mbo45II	M.Mbo45II
M2.Mbo45IV	M2.Mbo45IV
M2.Mbo45IV	M2.Mag4025I
M2.Mbo45IV	M1.Mag14668I
M.Mbo45V	M.Mbo45V
S1.Mbo45VI	S1.Mbo45VI
M.MboBCG21I	M.MboBCG21I
M.MboBCG21I	M.Maf25III
M.MboBCG21I	M.Mma927III
M.MboBCG21I	M.MmaMMA1III
M.MboBCG21I	M.Mtu8151III
M.MboBCG21I	M.Mtu20250II
M.MboBCG21I	M.Mtu37004II
M.MboBCG21I	M.Mtu40077III
M.MboBCG21I	M.MtuSEA42II
M.MboBCG21I	M.MkaDI
M.MboBCG21I	M.PfrJS9III
M.Mca195I	M.Mca195I
M.Mca195I	M.Btr192II
M.Mca195I	M.Mca11020I
M.Mca195I	M.Mca25239I
M.Mca195II	M.Mca195II
S1.Mca3622I	S1.Mca3622I
S.Mca4103I	S.Mca4103I
S.Mca4103I	S.Mca213I
M.Mca10126I	M.Mca10126I
M.Mca10146I	M.Mca10146I
M.Mca10146I	M.Fne10723I
M.Mca10146I	M.Gli15749IV
M.Mca10146I	M.Asu14238III
M.Mca10146I	M.Nel10660I
M.Mca10146I	M.Cho10426I
M.Mca10146I	M.Nel11050II
M.Mca10146I	M.Ngo204I
M.Mca10146I	M.Ngo1370I
M.Mca10146I	M.Ngo2679II
M.Mca10146I	M.Ngo3502III
M.Mca10146I	M.Ngo6140I
M.Mca10146I	M.Ngo8254III
M.Mca10146I	M.Ngo10928I
M.Mca10146I	M.Ngo10931I
M.Mca10146I	M.Ngo12700I
M.Mca10146I	M.Ngo13801I
M.Mca10146I	M.Nla10616II
M.Mca10146I	M.Nla10617III
M.Mca10146I	M.Nme95I
M.Mca10146I	M.Pdo1048III
M.Mca10146I	M.Pdo1050III
M.Mca10146I	M.BdoJR04I
M.Mca10146I	M.Mdi10125V
M.Mca10146I	M.Pma11632I
M.Mca10146I	M.PspF0043I
M.Mca10146I	M.PhiF0411III
M.Mca10146I	M.Pin2734III
M.Mca10146I	M.VcaV1II
S3.Mca10146I	S3.Mca10146I
S1.Mca10189I	S1.Mca10189I
M.Mca12877I	M.Mca12877I
McaCI	McaCI
McaCI	MmyCVI
McaTI	McaTI
M.McaTI	M.McaTI
M.McaTI	M.Nme18V
M.McaTII	M.McaTII
S2.Mch946I	S2.Mch946I
M.Mch9957I	M.Mch9957I
M.Mch9957I	M.Mru1279III
M.Mch9957I	M.Tsp509I
M.Mch9957I	M.Bdi8545I
M.Mch9957I	M.Bdi11164I
M.Mch9957I	M.Bva9239III
M.Mch9957I	M.Bve289I
M.Mch9957I	M.Bsp460II
M.Mch9957I	M.Sam53668I
M.Mch9957II	M.Mch9957II
M.Mch9957II	M.Mru1279VI
M.Mch9957III	M.Mch9957III
S.Mch9957III	S.Mch9957III
M.Mch9957IV	M.Mch9957IV
S1.Mch10485I	S1.Mch10485I
M.Mch10485II	M.Mch10485II
MchCM4I	MchCM4I
MchCM4I	PlaDI
MchCM4I	Psp1314I
MchCM4I	WviI
M.Mci10181I	M.Mci10181I
M.Mci10181II	M.Mci10181II
M.Mci10181III	M.Mci10181III
M.Mci10181III	M.Mca10189II
S1.Mcl10199AI	S1.Mcl10199AI
M.Mcl10199AII	M.Mcl10199AII
M.Mcl10199AIII	M.Mcl10199AIII
M.Mcl10199AIV	M.Mcl10199AIV
M.Mcl10199AV	M.Mcl10199AV
M.Mco10184I	M.Mco10184I
S.Mcr10I	S.Mcr10I
S.Pru12026I	S.Pru12026I
M.PsaCI	M.PsaCI
S.PsaCLTW6I	S.PsaCLTW6I
M.Psc17725I	M.Psc17725I
S.Psc17725II	S.Psc17725II
S1.Psc361BI	S1.Psc361BI
S1.Psc361BI	S1.Pme0301III
S1.Psc361BI	S2.Bth10582II
M.Psc361BII	M.Psc361BII
M.Psc361BIII	M.Psc361BIII
M.Psc361BIII	M.Pme0054I
S.Pse18267II	S.Pse18267II
S.Pse18267III	S.Pse18267III
M.Pse18267IV	M.Pse18267IV
M.Pse18267IV	M.LloF1157I
S.Pse18267IV	S.Pse18267IV
S.Psh10360I	S.Psh10360I
S.Psh10360I	S.Aba12156I
S.Psh10360I	S.Aba31II
S.Psh10363II	S.Psh10363II
S.Psh10364I	S.Psh10364I
S.Psp003I	S.Psp003I
S.Psp44I	S.Psp44I
S.Psp72I	S.Psp72I
M.Psp72II	M.Psp72II
M.Psp72II	M.Csp11653I
M.Psp72II	M.Cgr12948I
M.Psp72II	M.FspBS15I
M.Psp72II	M.AmaHL49II
S2.Psp72II	S2.Psp72II
S.Psp72III	S.Psp72III
M.Psp81I	M.Psp81I
M.Psp81I	M.Ple25539I
M.Psp81I	M.Psp345III
M.Psp81I	M.TcoKWC4IV
M.Psp81I	M.Ral2013I
M.Psp81I	M.Smu11343IV
M.Psp81I	M.Est123IV
M.Psp81I	M.Ran11014III
S.Psp81I	S.Psp81I
M.Psp81II	M.Psp81II
S.Psp88I	S.Psp88I
S.Psp88II	S.Psp88II
M.Psp88III	M.Psp88III
S.Psp88III	S.Psp88III
S.Psp88IV	S.Psp88IV
M.Psp97IV	M.Psp97IV
M.Psp189I	M.Psp189I
S.Psp189I	S.Psp189I
M.Psp189II	M.Psp189II
S.Psp221I	S.Psp221I
S.Psp221II	S.Psp221II
S.Psp273I	S.Psp273I
S.Psp331I	S.Psp331I
S.Psp331II	S.Psp331II
M.Psp345I	M.Psp345I
S.Psp345II	S.Psp345II
S.Psp345III	S.Psp345III
S.Psp0357I	S.Psp0357I
Psp0357II	Psp0357II
S1.Psp475I	S1.Psp475I
S1.Psp475I	S2.Pme306II
M.Psp0601I	M.Psp0601I
M.Psp0601I	M.PmaLGI
S.Psp0601II	S.Psp0601II
M.Psp0601III	M.Psp0601III
M.Psp737I	M.Psp737I
M.Psp737I	M.Pdo22276I
S.Psp912I	S.Psp912I
S.Psp912II	S.Psp912II
S.Psp1015I	S.Psp1015I
S.Psp1327I	S.Psp1327I
S.Psp1327II	S.Psp1327II
S.Psp2401I	S.Psp2401I
S.Psp2401I	S.GsuRed1VI
M.Psp2401II	M.Psp2401II
S.VcoRE98I	S.VcoRE98I
M2.VcoRE98II	M2.VcoRE98II
M2.VcoRE98II	M.Sen097III
M2.VcoRE98II	M.Eco10086II
M2.VcoRE98II	M.Eco0149II
M2.VcoRE98II	M.Eco348II
M2.VcoRE98II	M.Eco9058I
M2.VcoRE98II	M.Eco9702I
M2.VcoRE98II	M1.VcoRE98II
S1.Vcr12020I	S1.Vcr12020I
M.Vdi105I	M.Vdi105I
M.Vdi105I	M.Pda11647I
M.Vdi105I	M.Sal5071I
S.Vdi105I	S.Vdi105I
M.Vdi105II	M.Vdi105II
M.Vdi105II	M.Val10675II
M.Vdi105II	M.Val33868III
M.Vdi105II	M.VcaV1I
M.Vdi105II	M.VpaSM3II
S.Vdi105II	S.Vdi105II
M.Vdi105III	M.Vdi105III
M.Vdi105III	M.Pda11646II
S.Vfl33809I	S.Vfl33809I
M.VflA21I	M.VflA21I
M.VflA21I	M.Spu10738IV
M.VflA21I	M.Eco86II
M.VflA21I	M.Eco8623I
M.VflA21I	M.Eco12950III
M.VflA21I	M.EcoA3II
M.VflA21I	M.EcoB4103II
M.VflA21I	M.Eco8959III
M.VflA21I	M.EcoA20I
M.VflA21I	M.Eco9015I
M.VflA21I	M.Eco9044I
M.VflA21I	M.Eco9060IV
M.VflA21I	M.Eco9702II
M.VflA21I	M.EcoA37I
M.VflA21I	M.Kaq16071II
M.VflA21I	M.Sen5778IV
M.VflA21I	M.Sen6016III
M.VflA21I	M.Sen10536IV
M.VflA21I	M.Sen7832IV
M.VflA21II	M.VflA21II
M.VflA21II	M.Van12159V
S.Vfu13120II	S.Vfu13120II
S.Vha109I	S.Vha109I
S.Vha109I	S.Vha12970I
S.Vha109III	S.Vha109III
S.Vha345I	S.Vha345I
S.Vha345II	S.Vha345II
Vha43516II	Vha43516II
Vha43516II	AhyRBAHI
S.Vha43516III	S.Vha43516III
M.VhaB392I	M.VhaB392I
M.VhaB392I	M.MthTI
M.VhaB392I	M.NgoBII
M.VhaB392I	M.NgoAII
M.VhaB392I	M.NgoLII
M.VhaB392I	M.NgoSII
M.Vme43I	M.Vme43I
S.Vme8443I	S.Vme8443I
M.VmeT6I	M.VmeT6I
S.VmeT6I	S.VmeT6I
S.VmeT6II	S.VmeT6II
S.VmeT6III	S.VmeT6III
S.VmeT6III	S.Vha43516I
M.Vmi113I	M.Vmi113I
M.Vmi113I	M.Bca78520I
M.Vmi113I	M.Cko10849II
M.Vmi113I	M.Mai10820I
M.Vmi113I	M.Mlu7503III
M.Vmi113I	M.MspCY2I
M.Vmi113I	M.Sen312V
M.Vmi113I	M.Squ13188I
M.Vmi113I	M.Vna16374II
M.Vmi113I	M.Eco9067II
S.Vmi11435I	S.Vmi11435I
M.Vmi33654II	M.Vmi33654II
S.Vna16373I	S.Vna16373I
S.Vna16373II	S.Vna16373II
S.Vna16374I	S.Vna16374I
S.Vna51183I	S.Vna51183I
S.Vna51183II	S.Vna51183II
S.Vna51183III	S.Vna51183III
S.Vpa52I	S.Vpa52I
S.Vpa52I	S.PalEH1III
S.Vpa52I	S.Vga43942I
M.Vpa53I	M.Vpa53I
M.Vpa53I	M.Van12159II
M.Vpa53I	M.Vci12012II
S.Vpa53I	S.Vpa53I
S.Vpa53II	S.Vpa53II
S.Vpa120I	S.Vpa120I
S.Vpa120II	S.Vpa120II
S.Vpa2008I	S.Vpa2008I
M.Vpa2008II	M.Vpa2008II
M.Vpa10903I	M.Vpa10903I
M.Vpa10903I	M.Axy255I
M.Vpa10903I	M.DspSRB1III
S.Vpa10903I	S.Vpa10903I
S1.VpaBTXS2I	S1.VpaBTXS2I
S2.VpaBTXS2I	S2.VpaBTXS2I
S.VpaSM3II	S.VpaSM3II
S.Dsp293I	S.Dsp293I
S.Dsp964II	S.Dsp964II
M.DspAF9R3I	M.DspAF9R3I
DspS02II	DspS02II
S.DspSRB1II	S.DspSRB1II
S.DspSRB1II	S.PcaI
S.DspSRB1III	S.DspSRB1III
S.DspW5195I	S.DspW5195I
S.DspW5195II	S.DspW5195II
M.DthLI	M.DthLI
M.DthLI	M2.BstXII
M.DthLI	M3.BstXII
M.DthLIII	M.DthLIII
S.DvuI	S.DvuI
DvuIII	DvuIII
EacI	EacI
S.Ead53II	S.Ead53II
EagI	EagI
M.Ean132I	M.Ean132I
S.Ean132I	S.Ean132I
M.Ean198I	M.Ean198I
M.Ean198I	M.Eme10586II
M.Ean198I	M.Aeq8529I
M.Ean198I	M.Acr10283I
M.Ean198I	M.Asu12996II
M.Ean198I	M.Cfr13639I
M.Ean198I	M.Dso99III
M.Ean198I	M.Eco0081II
M.Ean198I	M.Eco9966III
M.Ean198I	M.Eco10086I
M.Ean198I	M.Eco11122I
M.Ean198I	M.Jli9796I
M.Ean198I	M.Mwh3033V
M.Ean198I	M.Pag10500I
M.Ean198I	M.Pre330I
M.Ean198I	M.Ror431II
M.Ean198I	M.Sen1927III
M.Ean198I	M.Sen7306II
M.Ean198I	M.Sen7346III
M.Ean198I	M.Sen10536VI
M.Ean198I	M.SenC7304II
M.Ean198I	M.SenN1660III
M.Ean198I	M.Ean198II
M.Ean198I	M.AccVI
M.Ean198I	M.Ebr13469I
S.Ean198I	S.Ean198I
S2.Ean198II	S2.Ean198II
S2.Ean198II	S2.AccVI
S.Eas12123I	S.Eas12123I
S.Eas12123I	S.Eco5934I
S.Eas12123I	S.Eco13466III
S1.Eas12123II	S1.Eas12123II
S2.Eas12123II	S2.Eas12123II
S.EasL1I	S.EasL1I
S.Eau6208I	S.Eau6208I
S.Eav180I	S.Eav180I
M.Eav184II	M.Eav184II
M.Eav184II	M.Ehi12368I
M.Eav184II	M.Our11010II
M.Eav184II	M.Our11008II
M.Eav184II	M.Our11009II
M.Eav184II	M.Our12964I
M.Eav184II	M.Seq001II
M.Eav184II	M.Seq4675II
M.Eav184II	M.Seq9682II
M.Eav184II	M.SeqBJ1II
S.Eav9938I	S.Eav9938I
M.Eba57I	M.Eba57I
S.EbaNIH1I	S.EbaNIH1I
S.EbaNIH1I	S.Ecl73I
S.EbaNIH1I	S.Mmo12358II
M.EcaI	M.EcaI
M.EcaI	M.BspRAC04I
M.EcaI	M.EcosA19II
M.EcaI	M.Eco3936IV
M.Eca232I	M.Eca232I
S.Eca4725I	S.Eca4725I
S.Eca12362I	S.Eca12362I
M.Ece12421I	M.Ece12421I
M.Ece12421II	M.Ece12421II
M.Ece12421II	M.Eca12362II
S.Ecl60I	S.Ecl60I
S.Ecl60II	S.Ecl60II
S.Ecl60II	S.AspNIH4V
S.Ecl60II	S.Ecl65I
S.Ecl60II	S.Ecl0136II
S.Ecl60II	S.Jar9157II
M1.Ecl65II	M1.Ecl65II
S3.Hha10619V	S3.Hha10619V
Hha10659II	Hha10659II
M2.Hha10659II	M2.Hha10659II
M.Hhi503I	M.Hhi503I
M1.Hhi503II	M1.Hhi503II
M1.Hhi503II	M1.Bst19I
Hin4II	Hin4II
Hin4II	HpyAV
M1.Hin4II	M1.Hin4II
M1.Hin4II	M2.Nzo12230I
S.Hin375II	S.Hin375II
S.Hin375II	S.Hin8143I
S.Hin375III	S.Hin375III
S.Hin375III	S.Hae8135I
M.Hin375IV	M.Hin375IV
M.Hin375IV	M.HhaIV
M.Hin375IV	M.Hin477III
M.Hin375IV	M.Hin723IV
M.Hin375IV	M.Hin1209III
M.Hin375IV	M.Hin8455I
M.Hin375IV	M.Hin8468I
M.Hin375IV	M.Hin12699III
M.Hin375IV	M.HinGG2II
M.Hin375IV	M.Hpi13335I
M.Hin375IV	M.Hha8540III
S.Hin375IV	S.Hin375IV
S.Hin477II	S.Hin477II
S.Hin477II	S.Hin8468II
S.Hin477II	S.Hin13377I
S.Hin477II	S.Hpi13334I
S.Hin477III	S.Hin477III
S.Hin8455I	S.Hin8455I
S.Hin8455I	S.Hin1209III
S.Hin8455I	S.Hin8468I
S.Hin11873I	S.Hin11873I
S.Hin11873I	S.Hae8134I
M.Hin11873II	M.Hin11873II
M.Hin11873II	M.Kpo13336I
M.Hin11873II	M.Nca10296I
M.Hin11873II	M.Nfl8263IV
S.Hin11873II	S.Hin11873II
S.Hin12699III	S.Hin12699III
S.Hin12699III	S.HinGG2II
S.Hin12699III	S.Hpi13335I
S.Hin12699IV	S.Hin12699IV
S.Hin12699IV	S.Hin2866III
S.Hin12699IV	S.HinGG2I
S.HinHia1IV	S.HinHia1IV
S.HinHia1IV	S.Hin1209II
S.HinHia1IV	S.Hin12975II
M.HinP1I	M.HinP1I
M.HindI	M.HindI
S.HindI	S.HindI
HindII	HindII
HindII	HincII
HindIII	HindIII
M.HindVI	M.HindVI
M.HindVI	M.Hha10839III
M.HindVI	M.Hin1209I
M.HindVI	M.Hin11873III
M.HindVI	M.Hin2866I
M.HindVI	M.Hin12975V
M.HindVI	M.Hin12194II
M.HindVI	M.HinC486I
M.HindVI	M.Kki13331II
M.HindVI	M.Hin477I
M.HindVI	M.NgoAXII
M.HindVI	M.Hae8134III
M.HindVI	M.Hae8502III
M.HindVI	M.Ngo13479I
M.HindVI	M.Ngo13481I
M.HindVI	M.Ngo13798IV
M.HindVI	M.Ngo13799III
M.HindVI	M.Ngo13818II
M.HindVI	M.NgoG285II
M.HindVI	M.NgoWNIV
M.HindVI	M.Nme18I
M.HindVI	M.Ngo3502I
M.HindVI	M.Nme12I
M.HindVI	M.Nme77I
M.HindVI	M.Nme208I
M.HindVI	M.Nme214I
M.HindVI	M.Nme411I
M.HindVI	M.Nme579II
M.HindVI	M.Nme1264II
M.HindVI	M.Nme1692I
M.HindVI	M.Nme15193II
M.HindVI	M.NmeMC58I
M.HindVI	M.Nla10617II
M.HindVI	M.Nme38277I
HinfI	HinfI
M.Hka19301I	M.Hka19301I
S.Hka19301I	S.Hka19301I
M.Hka19301II	M.Hka19301II
M.Hka19301III	M.Hka19301III
M.Hka19301IV	M.Hka19301IV
S.Lfl13928I	S.Lfl13928I
LfuRB21I	LfuRB21I
M.LfuRB21II	M.LfuRB21II
S.Lgr12388I	S.Lgr12388I
M.Lha11979II	M.Lha11979II
M.Lha11979II	M.Ldo13292I
M.Lha11979II	M.Llo11477II
M.Lhe8105I	M.Lhe8105I
S.LhoZ1II	S.LhoZ1II
S.LhoZ1II	S.AspNIH4VIII
S.LhoZ1II	S.Msp5I
S.LhoZ1IV	S.LhoZ1IV
S.Lin203I	S.Lin203I
S.Lin203I	S.Val97I
M.Lje360I	M.Lje360I
M.Lje360I	M.Pmo10343I
M.Lje360I	M.Awo1030III
M.Lje360I	M.San11064I
M.Lje360I	M.Uav33940II
S4.Lje360I	S4.Lje360I
M.Ljo11533I	M.Ljo11533I
M.Ljo11533I	M.Aca72I
M.Ljo11533I	M.AspNIH7III
M.Ljo11533I	M.Asu130I
M.Ljo11533I	M.AveNIH1I
M.Ljo11533I	M.AveNIH1II
M.Ljo11533I	M.Cfa24236I
M.Ljo11533I	M.Cfr101I
M.Ljo11533I	M.Cfr116I
M.Ljo11533I	M.CfrB38III
M.Ljo11533I	M.CfrMH16I
M.Ljo11533I	M.CfrNIH3III
M.Ljo11533I	M.CfrNIH4I
M.Ljo11533I	M.DvuI
M.Ljo11533I	M.Eas12123I
M.Ljo11533I	M.Ecl91I
M.Ljo11533I	M.Eco08I
M.Ljo11533I	M.Eco0085II
M.Ljo11533I	M.Eco1272I
M.Ljo11533I	M.Eco4450I
M.Ljo11533I	M.Eco5934I
M.Ljo11533I	M.Eco9009I
M.Ljo11533I	M.Eco9036I
M.Ljo11533I	M.Eco9041I
M.Ljo11533I	M.Eco9060I
M.Ljo11533I	M.Eco9070II
M.Ljo11533I	M.Eco9967I
M.Ljo11533I	M.Eco10429I
M.Ljo11533I	M.Eco11476II
M.Ljo11533I	M.Eco13432I
M.Ljo11533I	M.Eco13466III
M.Ljo11533I	M.Eco14721I
M.Ljo11533I	M.EcoA9I
M.Ljo11533I	M.EcoJA03PI
M.Ljo11533I	M.Esp169I
M.Ljo11533I	M.Isph11r3III
M.Ljo11533I	M.Kae10004I
M.Ljo11533I	M.Kpn75I
M.Ljo11533I	M.Kpn146I
M.Ljo11533I	M.Llo12931I
M.Ljo11533I	M.Lpn2005III
M.Ljo11533I	M.Lpn12179II
M.Ljo11533I	M.Lpn12821II
M.Ljo11533I	M.Lqu12433I
M.Ljo11533I	M.Mmo12358I
M.Ljo11533I	M.Mva1296II
M.Ljo11533I	M.Pae0110I
M.Ljo11533I	M.Pae10782II
M.Ljo11533I	M.Pal10367I
